time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,classtype,size,number_of_classes,number_of_pupils,average_class_size
202324,Academic year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,Secondary,Total,665,15601,23.46015038
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Infant (Reception plus KS1),1 to 30,599,15884,26.51752922
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Infant (Reception plus KS1),31 to 35,39,1212,31.07692308
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Infant (Reception plus KS1),Total,638,17096,26.79623824
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,KS2,1 to 30,595,16131,27.11092437
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,KS2,31 to 35,233,7326,31.44206009
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,KS2,36 plus,1,48,48
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,KS2,Total,829,23505,28.35343788
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Primary,1 to 30,1243,32603,26.22928399
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Primary,31 to 35,268,8418,31.41044776
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Primary,36 plus,12,491,40.91666667
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Primary,Total,1523,41512,27.25673014
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Secondary,1 to 30,1434,29895,20.84728033
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Secondary,31 to 35,257,8107,31.54474708
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Secondary,36 plus,11,578,52.54545455
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Secondary,Total,1702,38580,22.66745006
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Infant (Reception plus KS1),1 to 30,337,8603,25.52818991
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Infant (Reception plus KS1),31 to 35,8,250,31.25
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Infant (Reception plus KS1),Total,345,8853,25.66086957
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,KS2,1 to 30,413,11234,27.20096852
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,KS2,31 to 35,69,2225,32.24637681
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,KS2,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,KS2,Total,482,13459,27.92323651
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Primary,1 to 30,824,21294,25.84223301
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Primary,31 to 35,72,2321,32.23611111
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Primary,36 plus,7,277,39.57142857
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Primary,Total,903,23892,26.45847176
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Secondary,1 to 30,795,17818,22.41257862
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Secondary,31 to 35,91,2857,31.3956044
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Secondary,36 plus,6,264,44
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Secondary,Total,892,20939,23.47421525
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Infant (Reception plus KS1),1 to 30,439,11558,26.32801822
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Infant (Reception plus KS1),31 to 35,15,468,31.2
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Infant (Reception plus KS1),Total,454,12026,26.48898678
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,KS2,1 to 30,491,13628,27.75560081
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,KS2,31 to 35,143,4553,31.83916084
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,KS2,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,KS2,Total,634,18181,28.67665615
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Primary,1 to 30,1006,26487,26.32902584
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Primary,31 to 35,159,5058,31.81132075
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Primary,36 plus,5,244,48.8
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Primary,Total,1170,31789,27.17008547
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Secondary,1 to 30,1053,22919,21.7654321
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Secondary,31 to 35,116,3690,31.81034483
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Secondary,36 plus,2,88,44
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Secondary,Total,1171,26697,22.79846285
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Infant (Reception plus KS1),1 to 30,234,6208,26.52991453
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Infant (Reception plus KS1),31 to 35,3,93,31
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Infant (Reception plus KS1),Total,237,6301,26.58649789
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,KS2,1 to 30,218,5677,26.0412844
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,KS2,31 to 35,88,2794,31.75
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,KS2,36 plus,1,36,36
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,KS2,Total,307,8507,27.71009772
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Primary,1 to 30,474,12245,25.83333333
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Primary,31 to 35,91,2887,31.72527473
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Primary,36 plus,1,36,36
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Primary,Total,566,15168,26.79858657
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Secondary,1 to 30,487,10018,20.57084189
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Secondary,31 to 35,80,2526,31.575
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Secondary,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Secondary,Total,567,12544,22.12345679
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Infant (Reception plus KS1),1 to 30,1365,36742,26.91721612
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Infant (Reception plus KS1),31 to 35,38,1181,31.07894737
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Infant (Reception plus KS1),Total,1403,37923,27.02993585
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,KS2,1 to 30,1395,38075,27.29390681
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,KS2,31 to 35,502,16024,31.92031873
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,KS2,36 plus,2,72,36
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,KS2,Total,1899,54171,28.52606635
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Primary,1 to 30,2827,76060,26.90484613
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Primary,31 to 35,546,17400,31.86813187
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Primary,36 plus,4,165,41.25
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Primary,Total,3377,93625,27.72431152
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Secondary,1 to 30,2698,61039,22.6237954
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Secondary,31 to 35,291,9227,31.70790378
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Secondary,36 plus,6,224,37.33333333
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Secondary,Total,2995,70490,23.53589316
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Infant (Reception plus KS1),1 to 30,202,5604,27.74257426
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Infant (Reception plus KS1),31 to 35,3,94,31.33333333
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Infant (Reception plus KS1),Total,205,5698,27.79512195
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,KS2,1 to 30,264,7529,28.51893939
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,KS2,31 to 35,37,1185,32.02702703
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,KS2,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,KS2,Total,301,8714,28.95016611
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Primary,1 to 30,481,13238,27.52182952
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Primary,31 to 35,40,1279,31.975
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Primary,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Primary,Total,521,14517,27.86372361
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Secondary,1 to 30,422,9899,23.45734597
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Secondary,31 to 35,31,980,31.61290323
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Secondary,36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Secondary,Total,453,10879,24.01545254
202324,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Infant (Reception plus KS1),1 to 30,253,7007,27.69565217
202324,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Infant (Reception plus KS1),31 to 35,11,342,31.09090909
202324,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Infant (Reception plus KS1),36 plus,0,0,z
202324,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Infant (Reception plus KS1),Total,264,7349,27.83712121
202324,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,KS2,1 to 30,333,9325,28.003003
202324,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,KS2,31 to 35,41,1301,31.73170732
