time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,characteristic_grouping,pupil_characteristic,setting_type,pupils
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Medical condition (physical health need),Education setting with URN,7
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Medical condition (physical health need),Total,7
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Off-site placement for behavioural support,Education setting with URN,115
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Off-site placement for behavioural support,Non-maintained further education college,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,7
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,28
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Off-site placement for behavioural support,Total,153
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Off-site placement for behavioural support,Work based placement,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Other,Education setting with URN,22
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Other,Other unregistered provider,9
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Other,Total,31
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Permanent exclusion (where still going through the review process),Education setting with URN,5
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Permanent exclusion (where still going through the review process),Total,5
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Suspension,Education setting with URN,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Suspension,Total,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Total,Total,Education setting with URN,181
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Total,Total,Non-maintained further education college,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Total,Total,Other unregistered provider,24
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Total,Total,Registered provider with UKPRN,31
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Total,Total,Total,243
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Total,Total,Work based placement,6
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Medical condition (mental health need),Education setting with URN,27
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Medical condition (mental health need),One on one tuition,3
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Medical condition (mental health need),Other unregistered provider,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Medical condition (mental health need),Total,33
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Medical condition (physical health need),Education setting with URN,4
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Medical condition (physical health need),Total,4
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Off-site placement for behavioural support,Education setting with URN,86
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Off-site placement for behavioural support,One on one tuition,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,11
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,6
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Off-site placement for behavioural support,Total,104
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Other,Education setting with URN,11
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Other,Non-maintained further education college,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Other,One on one tuition,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Other,Other unregistered provider,4
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Other,Total,17
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Permanent exclusion (where still going through the review process),Education setting with URN,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Suspension,Education setting with URN,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Placement Reason,Suspension,Total,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Total,Total,Education setting with URN,130
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Total,Total,Non-maintained further education college,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Total,Total,One on one tuition,5
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Total,Total,Other unregistered provider,17
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Total,Total,Registered provider with UKPRN,7
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Total,Total,Total,160
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Placement Reason,Medical condition (mental health need),Education setting with URN,5
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Placement Reason,Medical condition (mental health need),One on one tuition,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Placement Reason,Medical condition (mental health need),Other unregistered provider,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Placement Reason,Medical condition (mental health need),Total,8
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Placement Reason,Medical condition (physical health need),Education setting with URN,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Placement Reason,Medical condition (physical health need),Total,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Placement Reason,Off-site placement for behavioural support,Education setting with URN,29
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Placement Reason,Off-site placement for behavioural support,One on one tuition,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,18
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,6
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Placement Reason,Off-site placement for behavioural support,Total,57
